32,117,71
101,181,70
101,41,71
108,59,72
202,168,71
213,75,72
221,134,72
286,126,70
286,144,71
292,80,72
310,159,71
344,186,71
394,173,71
394,1,72
403,106,72
430,5,72
447,147,72
447,153,72
475,8,72
520,47,72
533,176,72
549,50,72
549,65,72
549,92,72
557,16,72
557,95,72
557,163,72
557,194,72
557,197,72
577,21,73
615,13,73
615,30,73
615,44,73
615,54,73
615,69,73
615,72,73
615,83,73
639,36,73
652,98,73
660,129,73
729,111,74
761,122,73
761,139,73
761,166,73
774,57,74
774,76,74
790,116,74
816,189,73
853,25,74
854,103,74
854,149,74
903,125,74
905,183,72
905,169,73
905,18,74
906,7,75
3,33,74
48,134,75
94,62,74
254,108,75
296,154,75
303,87,75
303,158,75
347,176,75
401,161,74
478,146,75
503,36,76
524,12,75
524,51,75
592,66,75
657,1,76
719,179,75
719,21,76
719,41,76
747,91,75
805,97,76
828,190,75
833,129,76
851,24,77
876,112,76
892,115,76
902,142,76
24,57,77
88,73,76
183,76,77
264,182,77
484,44,77
532,121,77
884,134,78
808,5,78
512,193,77
6,172,76
6,83,77
6,102,77
6,149,77
6,15,78
6,29,78
6,38,78
6,69,78
6,77,78
6,125,78
6,163,78
6,167,78
6,182,78
6,186,78
6,0,79
6,7,79
6,33,79
6,44,79
6,53,79
6,59,79
6,64,79
6,81,79
6,93,79
6,97,79
6,106,79
6,118,79
6,129,79
16,134,79
16,172,79
40,190,79
40,11,80
40,24,80
76,73,80
76,85,80
76,138,80
76,144,80
76,150,80
96,196,79
96,48,80
96,101,80
96,110,80
96,122,80
96,133,80
96,156,80
96,160,80
96,171,80
96,178,80
96,193,80
96,4,81
96,14,81
96,18,81
96,23,81
96,27,81
96,31,81
96,37,81
96,41,81
96,57,81
96,68,81
96,79,81
96,91,81
96,114,81
96,126,81
96,164,81
96,168,81
96,175,81
96,182,81
96,186,81
96,190,81
96,0,82
96,8,82
209,119,75
209,50,81
209,61,81
209,95,81
209,103,81
209,20,82
209,33,82
209,43,82
209,52,82
209,63,82
209,70,82
209,74,82
209,81,82
209,85,82
209,97,82
209,105,82
209,116,82
209,128,82
209,135,82
209,139,82
229,143,82
237,109,82
237,121,82
237,149,82
237,153,82
237,157,82
237,161,82
237,172,82
237,179,82
237,194,82
237,5,83
237,13,83
237,24,83
237,28,83
237,38,83
237,56,83
237,90,83
237,165,83
237,183,83
237,187,83
237,1,84
237,9,84
237,46,84
237,66,84
237,77,84
237,100,84
237,110,84
237,119,84
237,124,84
237,131,84
237,142,84
237,147,84
237,170,84
237,175,84
237,192,84
237,14,85
237,18,85
237,22,85
237,29,85
237,33,85
247,41,85
247,50,85
247,59,85
247,70,85
247,81,85
247,85,85
247,93,85
247,104,85
247,114,85
247,135,85
247,151,85
247,155,85
247,159,85
247,179,85
247,196,85
247,4,86
247,37,86
247,54,86
247,89,86
247,127,86
247,163,86
247,183,86
247,187,86
247,0,87
247,8,87
247,25,87
261,45,86
261,58,86
261,64,86
261,72,86
261,76,86
261,95,86
261,99,86
261,106,86
261,118,86
261,123,86
261,137,86
261,141,86
261,146,86
294,169,86
294,174,86
294,191,86
294,13,87
294,17,87
294,21,87
294,32,87
294,110,87
294,131,87
294,39,88
294,47,88
294,51,88
294,60,88
319,80,87
319,150,87
319,178,87
319,195,87
319,68,88
319,84,88
319,88,88
319,114,88
319,154,88
319,158,88
319,162,88
319,167,88
319,175,88
319,182,88
319,192,88
319,4,89
319,22,89
319,30,89
319,43,89
319,55,89
336,122,88
336,145,88
336,10,89
336,72,89
366,92,89
366,98,89
366,104,89
373,35,89
373,64,89
373,118,89
373,127,89
373,134,89
373,138,89
373,171,89
373,186,89
373,0,90
373,15,90
373,19,90
373,26,90
373,77,90
373,81,90
373,91,90
373,97,90
373,103,90
378,48,90
378,142,90
381,111,89
381,40,90
381,59,90
381,122,90
381,148,90
381,179,90
381,196,90
381,8,91
381,34,91
381,63,91
381,68,91
381,72,91
381,85,91
381,107,91
381,116,91
381,126,91
381,132,91
381,136,91
381,152,91
384,164,90
384,189,90
384,45,91
384,52,91
384,156,91
384,160,91
384,167,91
384,173,91
384,182,91
384,192,91
384,2,92
384,11,92
384,18,92
384,22,92
384,28,92
384,37,92
384,48,92
384,55,92
384,76,92
384,80,92
384,90,92
384,96,92
384,102,92
384,110,92
384,119,92
384,139,92
384,143,92
384,176,92
384,185,92
384,5,93
384,14,93
384,31,93
384,40,93
431,59,93
431,123,93
431,147,93
431,196,93
431,44,94
431,63,94
431,67,94
431,71,94
431,84,94
431,106,94
431,114,94
431,127,94
431,131,94
431,135,94
431,151,94
431,155,94
431,159,94
431,163,94
431,167,94
431,171,94
431,180,94
431,189,94
477,18,95
477,24,95
499,1,94
499,10,94
499,36,94
499,50,94
499,54,94
499,75,94
499,89,94
499,95,94
499,101,94
499,118,94
499,175,94
499,184,94
499,193,94
499,30,95
513,79,95
513,139,95
516,58,95
540,5,96
567,41,95
567,109,95
567,121,95
567,144,95
567,13,96
567,18,96
567,24,96
567,33,96
567,47,96
567,82,96
567,87,96
567,92,96
567,98,96
567,104,96
567,112,96
567,124,96
567,147,96
567,178,96
567,187,96
567,196,96
567,0,97
567,5,97
567,27,97
567,36,97
567,42,97
567,50,97
567,54,97
567,58,97
567,62,97
567,66,97
567,70,97
567,74,97
567,78,97
567,115,97
567,127,97
616,131,97
616,137,97
618,151,97
618,155,97
618,159,97
618,163,97
618,167,97
618,171,97
618,182,97
618,191,97
618,9,98
618,108,98
618,119,98
618,131,98
618,137,98
618,143,98
618,13,99
618,17,99
618,21,99
618,31,99
618,46,99
618,82,99
618,86,99
659,90,99
659,96,99
659,102,99
714,38,99
714,123,99
714,147,99
714,154,99
714,158,99
714,162,99
714,166,99
714,170,99
714,174,99
714,178,99
714,184,99
714,190,99
714,194,99
714,0,100
714,4,100
714,8,100
714,25,100
714,42,100
714,50,100
728,114,99
728,54,100
728,58,100
728,62,100
728,66,100
728,70,100
728,74,100
728,78,100
728,106,100
728,110,100
728,118,100
728,127,100
728,132,100
728,136,100
728,141,100
728,12,101
728,19,101
728,29,101
728,33,101
728,37,101
728,84,101
728,88,101
728,92,101
728,96,101
728,100,101
728,122,101
728,146,101
792,178,101
792,184,101
792,194,101
793,150,101
793,44,102
793,80,102
793,112,102
793,129,102
793,138,102
793,154,102
793,158,102
793,162,102
793,166,102
793,170,102
793,174,102
793,188,102
793,0,103
793,4,103
793,8,103
793,14,103
793,21,103
793,25,103
793,39,103
793,48,103
793,52,103
793,56,103
793,60,103
793,64,103
793,68,103
793,72,103
793,76,103
793,102,103
793,106,103
793,116,103
793,124,103
793,133,103
793,142,103
793,148,103
793,178,103
793,182,103
793,192,103
793,196,103
796,17,104
796,28,104
796,32,104
796,42,104
796,83,104
796,87,104
796,91,104
796,95,104
796,109,104
796,119,104
796,127,104
796,136,104
796,151,104
796,185,104
796,11,105
796,35,105
796,45,105
796,79,105
806,18,105
806,96,105
806,100,105
806,110,105
806,114,105
806,120,105
806,128,105
806,137,105
806,145,105
806,152,105
806,156,105
806,160,105
806,164,105
806,168,105
806,172,105
806,176,105
806,186,105
806,190,105
806,0,106
806,4,106
806,12,106
806,21,106
806,36,106
810,49,106
810,53,106
810,57,106
810,61,106
810,65,106
810,69,106
810,73,106
810,104,106
810,132,106
810,141,106
810,180,106
810,194,106
810,25,107
810,29,107
810,40,107
810,80,107
810,84,107
810,88,107
810,92,107
810,123,107
810,148,107
810,7,108
810,15,108
810,44,108
810,76,108
810,96,108
810,100,108
810,107,108
810,111,108
810,115,108
810,119,108
810,127,108
810,135,108
810,144,108
810,152,108
810,156,108
846,160,108
846,164,108
846,168,108
846,172,108
846,176,108
846,184,108
846,188,108
846,0,109
846,11,109
846,19,109
846,33,109
846,37,109
846,48,109
846,52,109
846,56,109
846,60,109
846,64,109
846,68,109
846,72,109
846,131,109
846,139,109
846,180,109
846,192,109
846,196,109
846,4,110
846,23,110
865,5,56
865,27,110
865,41,110
865,80,110
865,84,110
865,88,110
865,92,110
865,104,110
865,123,110
865,148,110
865,8,111
865,15,111
865,45,111
865,76,111
865,96,111
865,100,111
865,108,111
865,112,111
878,32,111
878,39,111
878,116,111
878,120,111
878,127,111
878,133,111
878,138,111
878,143,111
878,152,111
878,156,111
878,160,111
878,164,111
878,168,111
878,172,111
878,176,111
878,182,111
878,186,111
878,191,111
878,0,112
878,6,112
878,12,112
878,19,112
878,25,112
878,49,112
878,53,112
878,57,112
878,61,112
878,65,112
898,69,111
898,195,111
898,73,112
898,30,113
898,35,113
898,40,113
898,79,113
898,83,113
898,87,113
898,91,113
898,103,113
898,121,113
898,125,113
898,131,113
898,136,113
898,141,113
898,146,113
898,150,113
898,177,113
898,187,113
898,192,113
898,196,113
898,1,114
898,7,114
898,13,114
898,17,114
898,23,114
898,44,114
898,66,114
898,70,114
898,74,114
898,95,114
898,99,114
898,107,114
898,111,114
898,115,114
898,154,114
898,158,114
898,162,114
898,166,114
898,170,114
898,181,114
898,27,115
898,31,115
898,36,115
898,48,115
898,52,115
898,56,115
898,60,115
898,78,115
898,82,115
898,86,115
898,90,115
898,120,115
898,124,115
898,128,115
898,132,115
898,137,115
898,142,115
898,147,115
64,174,115
64,186,115
64,191,115
67,102,115
67,195,115
67,0,116
67,4,116
67,8,116
67,12,116
67,16,116
67,20,116
67,39,116
67,43,116
67,63,116
67,67,116
70,151,116
70,178,116
70,24,117
71,71,117
71,94,117
83,106,116
83,35,117
83,47,117
83,77,117
83,110,117
90,114,117
90,155,117
95,98,117
95,134,117
103,143,24
103,162,116
103,166,116
103,170,116
103,183,116
103,29,117
103,52,117
103,56,117
103,60,117
103,82,117
103,86,117
103,90,117
103,120,117
103,124,117
103,128,117
103,139,117
103,142,117
103,147,117
103,180,117
103,26,118
103,32,118
103,75,118
103,93,118
103,102,118
103,131,118
103,173,118
103,186,118
103,189,118
136,151,0
136,70,118
136,192,118
136,195,118
136,0,119
136,3,119
136,6,119
136,9,119
136,12,119
136,15,119
136,18,119
136,21,119
136,38,119
136,41,119
136,44,119
136,63,119
136,66,119
136,105,119
136,108,119
136,113,119
136,116,119
136,150,119
136,153,119
136,156,119
136,159,119
136,176,119
136,35,120
136,47,120
136,78,120
136,96,120
136,99,120
136,134,120
136,144,120
136,162,120
210,165,120
210,169,120
210,182,120
210,28,121
210,50,121
210,54,121
210,58,121
210,81,121
210,85,121
219,120,120
219,124,120
219,137,120
219,24,121
219,73,121
219,89,121
219,102,121
219,129,121
219,147,121
220,187,121
220,192,121
220,0,122
220,6,122
220,12,122
220,18,122
220,32,122
220,38,122
220,44,122
220,63,122
224,179,120
224,111,121
224,141,121
224,174,121
224,69,122
224,93,122
224,119,122
224,196,122
224,23,123
224,72,123
224,106,123
224,109,123
224,114,123
224,122,123
224,125,123
224,128,123
224,137,123
224,151,123
227,154,123
227,158,123
227,165,123
250,169,123
250,182,123
250,26,124
250,48,124
250,52,124
305,176,123
305,3,124
343,9,124
343,15,124
343,35,124
343,41,124
343,56,124
343,60,124
348,78,123
348,82,123
348,96,123
348,86,124
348,90,124
348,100,124
348,131,124
348,141,124
348,145,124
359,189,123
359,65,124
359,161,124
359,179,124
359,185,124
359,192,124
359,18,125
359,29,125
359,44,125
359,74,125
359,103,125
359,111,125
359,116,125
406,155,125
406,166,125
406,170,125
406,25,126
406,49,126
406,68,126
406,78,126
406,82,126
406,91,126
406,95,126
406,132,126
406,146,126
406,174,126
406,188,126
417,196,126
417,0,127
417,4,127
417,8,127
417,12,127
417,33,127
417,37,127
417,53,127
418,120,126
418,22,127
418,41,127
418,57,127
418,60,127
418,63,127
418,86,127
418,99,127
418,107,127
418,123,127
418,126,127
418,129,127
418,136,127
418,139,127
418,142,127
418,150,127
418,153,127
418,159,127
418,162,127
418,178,127
439,182,126
439,15,127
439,71,127
439,184,127
439,191,127
439,17,128
439,28,128
439,43,128
439,46,128
439,65,128
439,73,128
439,76,128
439,88,128
439,101,128
439,104,128
439,109,128
439,112,128
439,115,128
439,144,128
439,155,128
459,165,128
494,79,129
498,171,128
498,49,129
498,91,129
498,95,129
498,132,129
498,187,129
498,194,129
504,118,129
504,0,130
504,4,130
504,8,130
504,20,130
504,31,130
504,35,130
504,39,130
504,53,130
504,82,130
504,148,130
504,165,130
504,169,130
504,176,130
525,12,131
525,24,131
525,57,131
525,61,131
547,68,131
547,122,131
547,126,131
547,136,131
547,140,131
547,158,131
547,180,131
547,16,132
547,43,132
554,47,132
556,78,131
556,190,131
556,72,132
556,85,132
556,89,132
556,93,132
558,197,130
558,98,131
558,106,131
558,118,131
558,132,131
558,151,131
558,162,131
558,172,131
558,184,131
558,187,131
558,194,131
558,0,132
558,4,132
558,8,132
558,20,132
558,27,132
558,31,132
558,35,132
558,39,132
558,53,132
558,64,132
558,82,132
558,101,132
558,109,132
558,112,132
558,115,132
558,129,132
558,143,132
558,148,132
558,154,132
558,165,132
558,169,132
558,176,132
558,47,133
558,75,133
558,120,133
561,11,134
561,23,134
578,56,134
578,123,134
603,66,134
603,78,134
603,103,134
603,134,134
603,138,134
604,157,134
606,95,134
606,179,134
606,190,134
606,15,135
631,42,135
631,50,135
631,70,135
631,85,135
636,89,135
636,151,135
636,172,135
636,183,135
636,194,135
636,0,136
636,4,136
636,9,136
636,19,136
636,24,136
636,28,136
658,143,135
658,32,136
658,54,136
681,61,135
681,162,135
699,116,135
699,130,135
699,166,135
699,38,136
699,80,136
699,94,136
699,98,136
699,105,136
699,109,136
699,121,136
706,187,135
706,44,136
706,72,136
706,113,136
706,125,136
706,140,136
706,155,136
706,158,136
710,177,136
710,13,137
710,65,137
710,75,137
712,148,136
712,169,136
712,190,136
712,197,136
712,47,137
712,59,137
712,101,137
712,128,137
712,133,137
712,136,137
712,143,137
712,180,137
712,7,138
712,16,138
722,21,138
722,30,138
733,50,138
735,34,138
735,41,138
735,56,138
735,62,138
735,69,138
735,83,138
735,86,138
735,89,138
735,92,138
735,116,138
735,119,138
735,151,138
735,161,138
735,164,138
735,172,138
735,183,138
735,193,138
735,0,139
735,3,139
735,10,139
735,25,139
735,37,139
766,78,139
766,95,139
766,104,139
766,108,139
766,175,139
766,186,139
766,49,140
766,65,140
766,72,140
773,112,140
773,122,140
773,129,140
773,137,140
773,144,140
773,154,140
773,167,140
777,13,140
777,44,140
777,53,140
777,148,140
777,158,140
777,190,140
777,196,140
777,19,141
777,22,141
777,28,141
777,31,141
777,59,141
777,99,141
777,126,141
777,133,141
777,141,141
777,179,141
777,6,142
777,16,142
777,34,142
777,40,142
780,55,142
780,68,142
780,75,142
785,79,142
785,83,142
785,87,142
785,91,142
785,95,142
785,102,142
785,106,142
801,187,141
801,193,141
801,10,142
801,25,142
801,47,142
801,63,142
801,113,142
801,117,142
801,123,142
801,130,142
801,138,142
801,145,142
801,155,142
801,161,142
801,168,142
801,172,142
801,176,142
829,182,142
829,0,143
829,37,143
829,151,143
849,43,144
856,186,144
856,192,144
857,9,144
857,19,144
857,31,144
857,49,144
857,59,144
857,80,144
864,13,145
866,4,143
866,72,143
866,110,143
866,165,143
866,65,144
866,119,144
866,147,144
866,157,144
866,23,145
866,26,145
866,53,145
866,56,145
866,68,145
866,75,145
866,84,145
866,87,145
866,90,145
866,93,145
866,96,145
866,99,145
872,103,144
872,122,144
872,129,144
880,113,145
880,133,145
880,137,145
880,141,145
880,160,145
880,168,145
880,172,145
880,176,145
880,180,145
880,184,145
880,191,145
880,0,146
880,34,146
888,107,145
888,126,145
888,8,146
888,18,146
888,30,146
888,38,146
888,41,146
888,48,146
888,79,146
888,150,146
888,153,146
888,188,146
888,195,146
888,4,147
888,11,147
888,44,147
888,59,147
888,62,147
888,71,147
888,102,147
888,110,147
888,113,147
888,117,147
888,122,147
888,129,147
888,133,147
888,137,147
888,141,147
888,145,147
888,160,147
65,164,147
65,14,148
65,33,148
65,65,148
65,105,148
65,156,148
80,168,148
102,21,148
102,51,148
102,82,148
102,172,148
102,175,148
102,178,148
102,181,148
102,184,148
102,191,148
105,0,149
105,24,149
105,54,149
115,74,149
115,85,149
115,88,149
115,91,149
115,94,149
115,97,149
135,125,149
135,6,150
155,196,149
160,18,150
160,28,150
180,37,150
195,40,150
195,47,150
204,77,149
204,148,149
204,69,150
204,100,150
211,119,149
211,151,150
211,162,150
211,165,150
211,186,150
211,193,150
211,3,151
211,9,151
211,12,151
252,15,151
279,31,151
304,43,151
316,57,151
316,61,151
324,65,151
335,104,151
357,108,151
375,155,150
375,112,151
386,129,150
386,133,150
386,137,150
386,141,150
386,80,151
386,145,151
386,168,151
386,189,151
393,116,150
393,50,151
393,122,151
400,158,151
400,20,152
414,0,152
414,24,152
414,53,152
414,77,152
